Bird, MEX, f7f95e98-e391-4ecf-8af7-5dfeb1686857, 51, 6320, No update data, 9g3qx27xe5yw
Bird, MEX, 6bc8d657-72f4-4579-9063-7c5fdeea2e73, 48, 6179, No update data, 9g3qwb3v9nrv
Bird, MEX, 46c3cf86-3aba-488d-a35b-f71a06a3482d, 51, 6320, No update data, 9g3qwb9x3h3x
Bird, MEX, 7c7f92e2-90f7-4212-8ade-92f87c037f6d, 57, 7682, No update data, 9g3qwb3eq4cv
Bird, MEX, 5b8ba37a-8365-4935-b34e-7cea3574d5af, 56, 7515, No update data, 9g3qwb3tfz6t
Bird, MEX, 72229183-3f2b-4d16-9460-d2b930764c18, 64, 8374, No update data, 9g3qwc17uw5y
Bird, MEX, c22708ab-6cf3-43cb-824d-6604146b32e5, 71, 9480, No update data, 9g3qwb3dvhvq
Bird, MEX, 262cb5c1-e193-4039-8ba3-34e1a08efcd1, 80, 11523, No update data, 9g3qwb92v0t7
Bird, MEX, ac3fcc28-0916-4699-90d1-cc99a74eda2c, 91, 12640, No update data, 9g3qwb92sydp
Bird, MEX, 282e21a2-e540-4acd-a99e-325ba6436f35, 48, 5846, No update data, 9g3qwb92scf0
Bird, MEX, bb67acb8-97d8-428a-9c25-799be2e28ac5, 39, 4424, No update data, 9g3qwcfr0fk8
Bird, MEX, 4708e023-7ad0-43c3-a084-752ec5464024, 88, 12859, No update data, 9g3qwbcjsk8d
Bird, MEX, 80da17a0-2992-4ece-b6d8-1cad38d224e2, 97, 14362, No update data, 9g3qwbcjecv8
Bird, MEX, d4e9476a-c80d-4344-af29-9e6e4f1c953a, 96, 14195, No update data, 9g3qwbcjg10z
Bird, MEX, 68021248-de5b-4b4a-bb92-4a558862e66f, 88, 12859, No update data, 9g3qwbcj9mjy
Bird, MEX, 6d995f38-dd44-43e4-9749-4050ad5ced37, 72, 9638, No update data, 9g3qwb8fh0dm
Bird, MEX, 65f5c349-be06-4fe7-8a9d-4d41124fc48b, 90, 13193, No update data, 9g3qwc0v6768
Bird, MEX, d1f27acf-053f-4545-bd37-d8029bc0c303, 35, 4008, No update data, 9g3qwc2vzqcd
Bird, MEX, 4aef0970-0b95-4b10-a897-088bbacfcf81, 33, 3674, No update data, 9g3qwfegc5c8
Bird, MEX, 00cdca5d-bf8a-4f7c-b86a-4f3330c384e4, 25, 2212, No update data, 9g3qwb8wf4u2
Bird, MEX, ca8153c9-c291-4055-ae4b-78ef24bd2665, 73, 9796, No update data, 9g3qwfe0v5mq
Bird, MEX, d4654c8c-687e-4930-a21d-535fc9ca53ff, 47, 5688, No update data, 9g3qwb8qv1jr
Bird, MEX, 468190bc-7270-45d2-9698-ae028ed44bb9, 52, 6847, No update data, 9g3qwb2rpxuf
Bird, MEX, a34b61ff-236d-406a-96f0-366614cffdc6, 29, 3006, No update data, 9g3qwcch4b6t
Bird, MEX, 7fe52798-c35d-45e3-8f39-8d953d2f6fdd, 28, 2839, No update data, 9g3qwc27esfk
Bird, MEX, a919c7c2-e21e-43f9-ad3f-ba8568c8792f, 27, 2672, No update data, 9g3qw9pehup5
Bird, MEX, eb9e568b-9f66-4332-9456-c36cec72d674, 24, 2054, No update data, 9g3qw8xrwhyu
Bird, MEX, 62175755-a28a-4943-8bf9-2dfd9baed25a, 73, 9796, No update data, 9g3qw9r2qx9g
Bird, MEX, 975cb956-775e-4bda-8564-1b9742cc7203, 67, 9352, No update data, 9g3qw9prshfk
Bird, MEX, b065bcf3-2750-4516-a61a-f86a5b465554, 75, 10688, No update data, 9g3qw9pre42v
Bird, MEX, c33ab56d-7f5c-4430-9236-cc190fee9941, 42, 4898, No update data, 9g3qw9pr0q71
Bird, MEX, fd64b483-737d-4d24-b886-9318e79b81d9, 29, 3006, No update data, 9g3qw9pj7bv2
Bird, MEX, e3c74a5b-7b90-444b-b4e9-8c21324c85c1, 48, 5846, No update data, 9g3qwg51j82w
Bird, MEX, 16da58e8-f8d0-4178-a358-320fbc6a7dd3, 47, 6012, No update data, 9g3qw8y9ptsu
Bird, MEX, 0fd32dbd-ceca-42c6-9deb-cb2d1aa0cba2, 15, 668, No update data, 9g3qw9nrhqwg
Bird, MEX, f327389c-87d4-46ae-a81f-571b49c65f07, 75, 10688, No update data, 9g3qw9q2ggj7
Bird, MEX, 2810e60a-1579-4da6-a865-74af8f3819eb, 82, 11857, No update data, 9g3qw9nm64k6
Bird, MEX, 9bcc481d-dd4a-4c63-b4eb-20f4bc931e53, 48, 5846, No update data, 9g3qw9q7hudp
Bird, MEX, 147f22d4-5440-4a84-a5ae-00dcf8062531, 48, 6179, No update data, 9g3qw9wss3jt
Bird, MEX, e122f424-16b3-4a73-8332-623ac1557308, 54, 7181, No update data, 9g3qwg67hw5c
Bird, MEX, eb51a581-8a04-4924-b238-7658d5a9c396, 63, 8684, No update data, 9g3qwdqdnj3u
Bird, MEX, 20620b1e-d60a-4501-9caf-ecfba67cf39f, 26, 2505, No update data, 9g3qwdqjr453
Bird, MEX, 9c15c09b-96ad-4e49-a715-5b61290f3808, 46, 5845, No update data, 9g3qw9tur2y9
Bird, MEX, 96f3cee7-9626-42cd-881e-62999f62217d, 75, 10688, No update data, 9g3qwdthxudu
Bird, MEX, d471f1f6-81e2-4400-b170-3098ee497090, 73, 10354, No update data, 9g3qw9tmngw2
Bird, MEX, d20a55db-3fcd-4b7a-914b-717e81a7bec0, 81, 11690, No update data, 9g3qwdt52q55
Bird, MEX, 70ac5ae9-ebec-436c-911b-2659f921d2b2, 60, 7742, No update data, 9g3qwdhvn7sb
Bird, MEX, 07f4b64b-27f6-4170-8767-e0cb8772d479, 36, 4175, No update data, 9g3qw9v5dwv8
Bird, MEX, 0ea66435-f340-4411-bbdc-3e5132d8afbf, 29, 3006, No update data, 9g3qw9jtngnm
Bird, MEX, 8fffb435-f066-488c-bd14-36e5ef84b106, 43, 5056, No update data, 9g3qwekfyf81
Bird, MEX, 2d4c8c63-f36b-4a18-9c97-1b476e009e55, 49, 6004, No update data, 9g3qw9s6ke7b
Bird, MEX, 03508ed8-fe8f-4ffc-95b4-3890b15f4e9a, 79, 10744, No update data, 9g3qwetm85n5
Bird, MEX, b5b947f4-a57c-4f56-ad10-89b84103270b, 83, 12024, No update data, 9g3qw9kq2eq0
Bird, MEX, 5886d06b-2e2d-409f-9ff6-1d55733bbb37, 52, 6847, No update data, 9g3qwe5wmd8q
Bird, MEX, 7e23a8e8-9e38-415e-ab04-3b81428afdf8, 61, 8350, No update data, 9g3qw8us5n2b
Bird, MEX, a28cdb1e-16e6-4e70-beb8-b625b228c575, 55, 6952, No update data, 9g3qwd6gm24n
Bird, MEX, b30323e1-8826-4aca-bbf4-2dd04fdab50b, 72, 10187, No update data, 9g3qw8t0e5by
Bird, MEX, aebe559d-27d9-482c-b5c6-51eaf50c2b80, 61, 7900, No update data, 9g3qw8sbye3u
Bird, MEX, 21b27e1c-75da-4f92-8f22-ededf17ed3d9, 45, 5372, No update data, 9g3qw95hgkev
Bird, MEX, 3279ea0c-1bca-4d23-986b-5d8191265e68, 52, 6847, No update data, 9g3qw9668jy4
Bird, MEX, 7bdb8182-34f1-42bd-8c19-0bddecc8d53f, 71, 9480, No update data, 9g3qw947ek97
Bird, MEX, 80117cf9-3e72-425b-9bd0-c8c01fc68abb, 55, 6952, No update data, 9g3qwef9xne0
Bird, MEX, f5e74e6a-2cc8-4516-ab90-1c8b4d7e3d08, 29, 3006, No update data, 9g3qwef9wkuz
Bird, MEX, 6b8f8f5c-f8c1-4557-9989-b1a1890c9a82, 74, 9954, No update data, 9g3qwefdz9kd
Bird, MEX, 299d5b8d-f451-4fcc-bfca-7c4f9d2a6dba, 39, 4676, No update data, 9g3qwdcq31rw
Bird, MEX, 98232fea-afff-48e8-ab56-b94b650423ca, 21, 1670, No update data, 9g3qwe95ukqt
Bird, MEX, 1af04fdc-415d-4df2-971f-9ca2cc06a059, 25, 2338, No update data, 9g3qw88upmcq
Bird, MEX, 1df33f07-29d8-4c4c-a604-6a3654458847, 83, 12024, No update data, 9g3qw3rk6b4m
Bird, MEX, 01e43b0c-7812-4e1f-ac50-f0324ce0b2a6, 38, 4509, No update data, 9g3qw6r43sd9
Bird, MEX, c96060c9-19a2-4fd4-9bec-5b3da20739dc, 53, 7014, No update data, 9g3qw6r581jy
Bird, MEX, db6959ab-4abd-43d4-a81c-42efc02f866e, 52, 6847, No update data, 9g3qw6xw2rdv
Bird, MEX, d09c26d1-205d-46c0-9b0d-d7994c1d6d73, 25, 2338, No update data, 9g3qw6rh9jx3
Bird, MEX, d46a4cd4-807f-4e65-a7ae-6f6b473a1064, 66, 8690, No update data, 9g3qw6qckwew
Bird, MEX, 4b1dabe4-2a04-402f-9815-1fa4f2b55995, 40, 4843, No update data, 9g3qw6qft6g0
Bird, MEX, 5f30ca3a-63ea-4ab3-a7c3-6992b475b34a, 19, 1336, No update data, 9g3qw3qx1xfe
Bird, MEX, f3a42c5c-0d86-4299-a6f2-40a8f1b54743, 60, 7742, No update data, 9g3qqxcpj8wm
Bird, MEX, fe7602ca-9302-41e3-86a7-a17a218050d8, 56, 7110, No update data, 9g3qw2y0z77r
Bird, MEX, 0a964ec0-ac98-4d2c-a036-06972d662992, 51, 6320, No update data, 9g3qw3jq7n8t
Bird, MEX, 5c5b085a-9041-4ab0-8ba5-f1042ccf00d7, 48, 5846, No update data, 9g3qqx948d11
Bird, MEX, e4ff00f4-a823-4d76-ab45-f0dd124c4d19, 15, 668, No update data, 9g3qw3h3zpg0
Bird, MEX, 8d7171be-65d3-46ce-8609-c9489bd6f3cd, 66, 9185, No update data, 9g3qw7xpmc7r
Bird, MEX, 31f94c89-cc33-43fa-8dfb-08292fb46e12, 24, 2171, No update data, 9g3qw2srqpr9
Bird, MEX, 1e370861-5523-4a57-b7a4-00d997b23ed4, 70, 9853, No update data, 9g3qw3h08vhn
Bird, MEX, 5f4e74db-7d2f-4113-af58-7017550f325d, 47, 5688, No update data, 9g3qqrktcb8f
Bird, MEX, c8fd3272-1c71-475e-a159-c46b697a3cbb, 24, 2171, No update data, 9g3qqr5nygq5
Bird, MEX, cd6a2d4c-6ac2-4f67-b348-eadf8afeb6ab, 24, 2054, No update data, 9g3qqr5p09zh
Bird, MEX, 601c2cd9-98aa-4b0a-979f-f0b46f1f2e59, 80, 10902, No update data, 9g3qrj9x9v16
Bird, MEX, 28cef4bb-f403-457c-98bf-f2cd11c7c142, 81, 11690, No update data, 9g3qrj9yxttn
Bird, MEX, 391526b1-03f6-440b-b742-79c74e9a2642, 55, 7348, No update data, 9g3qrj3xu8u4
Bird, MEX, 3fb59bcf-65b1-43a3-a4f3-0b1a1dff5195, 48, 5846, No update data, 9g3qrjwz8vj4
Bird, MEX, 529ba4df-ab4c-4a8f-bda8-5977994e70e6, 47, 5688, No update data, 9g3qrmb0ns6d
Bird, MEX, f9fb4f9d-5300-400c-a437-aff7f4d12c84, 97, 14362, No update data, 9g3qrjvc8h2r
Bird, MEX, ae95b8b2-c94b-425e-828f-e7b56e13d013, 80, 11523, No update data, 9g3qrjvb71bj
Bird, MEX, 96678e98-67b8-4993-af23-d7368281a4db, 51, 6320, No update data, 9g3qrmb81zqt
Bird, MEX, 7538aa12-703a-4578-899d-f86bb2a513e2, 81, 11690, No update data, 9g3qrjx5mzkp
Bird, MEX, 1e13e231-aa31-417e-93fb-a5f53470e693, 61, 8350, No update data, 9g3qrmb8t8mv
Bird, MEX, d1680613-4996-4043-87e4-c6ef5038471f, 66, 8690, No update data, 9g3qrmb8msty
Bird, MEX, e65681a4-e768-4538-bec4-cd4ab2e84cb6, 24, 2171, No update data, 9g3qrjxgwujt
Bird, MEX, beb08e32-cb85-4cc6-9956-1e371e68dba8, 24, 2171, No update data, 9g3qrjxgrxhj
Bird, MEX, 3319172b-edcd-467a-b8e7-6d4ea6d3b82c, 48, 5846, No update data, 9g3qrjtrgx9m
Bird, MEX, c2eb69af-1e89-4044-be2d-d88ef317dd3a, 57, 7682, No update data, 9g3qrmc038em
Bird, MEX, d4782adc-e155-4be2-a4e7-3a4460f29397, 31, 3340, No update data, 9g3qrjts3r0n
Bird, MEX, decda4a9-41dd-44f3-b124-c317ac9a66a1, 75, 10688, No update data, 9g3qrjtcwcme
Bird, MEX, 27bfceb2-648b-4059-a9be-37d3b68d5b80, 100, 14863, No update data, 9g3qrm89ct7r
Bird, MEX, 77e5da72-0acb-4640-b577-e8416c2b4890, 100, 14863, No update data, 9g3qrm89bcez
Bird, MEX, db838786-0ef0-4627-ba57-77caa1d64a69, 58, 7849, No update data, 9g3qrjubpqyc
Bird, MEX, a575fba4-a8fd-4919-a8fc-4f4d4f4480d1, 100, 14062, No update data, 9g3qrm89fq9z
Bird, MEX, dada8b0c-27c3-4786-9554-b39b48f6c9ff, 100, 14863, No update data, 9g3qrm89fjkz
Bird, MEX, e9a3625e-f6c2-4abe-b786-2f8055c68405, 100, 14062, No update data, 9g3qrm898twy
Bird, MEX, f0a48277-3d61-41ba-aedb-8e0c575c0047, 65, 9018, No update data, 9g3qrjszyg29
Bird, MEX, 50248ff3-e0cb-41ad-acc9-b5a760c0dcf6, 37, 4342, No update data, 9g3qrjqwmsjf
Bird, MEX, f4eebed4-c0bf-45c5-a317-39147c38adda, 100, 14062, No update data, 9g3qrm887mss
Bird, MEX, c7efa53c-99f6-4762-a1f0-ecced44d7b51, 100, 14863, No update data, 9g3qrm881uyt
Bird, MEX, f4d067ac-344a-4541-95b5-d1bf116833ef, 100, 14863, No update data, 9g3qrm884w0j
Bird, MEX, eda6d06f-1734-4f2d-a6d8-99345484b291, 100, 14062, No update data, 9g3qrm884m1z
Bird, MEX, 1fbe3ca8-8e51-4ed8-b9a5-a89b81798420, 100, 14863, No update data, 9g3qrm884t0p
Bird, MEX, 2d19876f-e582-4447-84aa-3bc87cd310d3, 100, 14863, No update data, 9g3qrm8841uf
Bird, MEX, ec93a8ad-2344-40f4-8e47-7a55efbe2166, 100, 14062, No update data, 9g3qrm2xcv2r
Bird, MEX, e6e76569-ff1b-4dbe-a9fc-a312045b2e33, 100, 14062, No update data, 9g3qrm2xc7t5
Bird, MEX, 1196e3f2-3c62-409d-a482-69acf8dcc575, 100, 14863, No update data, 9g3qrm2xcvy9
Bird, MEX, 52625ac4-60cc-4f85-ab39-bf19499e8553, 100, 14863, No update data, 9g3qrm884b70
Bird, MEX, 34e43031-a8b7-4a0b-9ece-7a8c9e3eff6a, 100, 14863, No update data, 9g3qrm2x9z22
Bird, MEX, e28e5f8b-ef27-4a72-9c82-7016cff36198, 100, 14863, No update data, 9g3qrmc8y2u6
Bird, MEX, d4e1bb63-2ac8-40da-9baa-9ebfad92eae8, 100, 14863, No update data, 9g3qrm2x9y8k
Bird, MEX, 9d051e68-8e48-4474-aab9-f9f83a3fcb75, 100, 14863, No update data, 9g3qrmc9nbtd
Bird, MEX, c9178600-8af2-49bd-8cd1-d26c0ae78a81, 100, 14863, No update data, 9g3qrmc8yd6s
Bird, MEX, bae6b80d-5515-4033-9cc1-98f7751b3a5f, 97, 14362, No update data, 9g3qrmc9prp5
Bird, MEX, 02e10856-3b58-4929-861e-8e21cb208169, 100, 14863, No update data, 9g3qrmc9p3x0
Bird, MEX, 4d1ef2cb-310a-45af-9bb4-4c888cf64852, 100, 14863, No update data, 9g3qrmcc0n0t
Bird, MEX, edc1f81d-f244-4244-8a04-436ca5303caa, 100, 14863, No update data, 9g3qrm93c3tr
Bird, MEX, 1df9a646-68d9-414e-9d02-8e79346f6b40, 99, 14696, No update data, 9g3qrm939q02
Bird, MEX, 95596d05-0bec-4cfc-a476-23574c401bed, 97, 14362, No update data, 9g3qrm939kb2
Bird, MEX, 333edebc-e114-44d6-b6fb-5db0231c7d3e, 99, 14696, No update data, 9g3qrm930p2t
Bird, MEX, 15fcf3c2-1441-430c-9a1b-2fbb537707b3, 99, 14696, No update data, 9g3qrm933vn8
Bird, MEX, 56a44ef1-82d4-4626-a73d-81884f25db4c, 31, 3340, No update data, 9g3qrjr3stsq
Bird, MEX, 308c3d63-6c09-4ad8-9ddd-a2cc9e30eca3, 81, 11060, No update data, 9g3qrjq1g0nm
Bird, MEX, 2a7b836c-4142-4878-b56d-9c28621f4b04, 66, 9185, No update data, 9g3qrm2dmhsw
Bird, MEX, a7235c7c-2e21-4faf-b920-1d381e26a93b, 51, 6320, No update data, 9g3qrm297fhy
Bird, MEX, e48ec967-1515-4758-9a9f-690a431abf10, 76, 10855, No update data, 9g3qrm29pm0z
Bird, MEX, 0d7dfdbc-1b27-48cc-99a8-ddcdbc15b45e, 90, 12482, No update data, 9g3qrjm8c11g
Bird, MEX, 8c2cab6d-b32e-49f8-959c-bd1da0ce3559, 75, 10688, No update data, 9g3qrjm43fw8
Bird, MEX, 327f59ff-0e79-4f45-9c90-11fccb52e532, 84, 11534, No update data, 9g3qrjm2rb40
Bird, MEX, e3a51077-e5b5-4dfd-875b-0a3f0a6ea32f, 79, 11356, No update data, 9g3qrmd3671u
Bird, MEX, 90124454-41c3-4255-ac81-57eaf83e9575, 100, 14863, No update data, 9g3qrmd36e2n
Bird, MEX, 52797f51-8bae-40f7-a951-3a2cd61b6273, 100, 14863, No update data, 9g3qrmd3629v
Bird, MEX, 51c0e867-83db-4114-93eb-be6ce7a1d362, 72, 10187, No update data, 9g3qrm0qtdbu
Bird, MEX, 9ec3c185-162b-445f-876c-7bed5d555ec9, 100, 14863, No update data, 9g3qrmd3750h
Bird, MEX, e1410754-1201-49e3-8513-9ae23ceca9db, 99, 14696, No update data, 9g3qrmd3e81e
Bird, MEX, 7ad6b5b5-b40d-4a8b-a125-484c9d1f57e9, 25, 2338, No update data, 9g3qrm0qt8tz
Bird, MEX, 00e2fa37-965e-4d06-b7f1-585fe86a9de1, 100, 14863, No update data, 9g3qrm3d2s0d
Bird, MEX, 49f191d9-e804-4148-a583-64beed6d8d3c, 100, 14863, No update data, 9g3qrm3d2eb8
Bird, MEX, e42d5751-10c4-4fd8-8554-4178fa97aa42, 100, 14863, No update data, 9g3qrm3d23ed
Bird, MEX, 228a4262-9f03-4aee-9ed2-778cadb13157, 100, 14863, No update data, 9g3qrm3d2ggb
Bird, MEX, 59cc151f-86e7-4740-b9d2-8f46b0ec0071, 100, 14863, No update data, 9g3qrm3d29yu
Bird, MEX, 00da2f2e-3a4a-4654-ba80-681f3ae0a1e9, 100, 14863, No update data, 9g3qrm3d0x2t
Bird, MEX, 30a65521-c57c-44c8-98ac-d7c6c17ce0ce, 100, 14863, No update data, 9g3qrm3d1qb3
Bird, MEX, 4446693f-2397-4602-9e41-12a0524764f1, 100, 14863, No update data, 9g3qrm3d1qv3
Bird, MEX, 0852e47a-d223-4f81-b211-e9a111a10d74, 33, 3674, No update data, 9g3qrm39bebn
Bird, MEX, dc8430a3-1abc-48e6-9a00-964cb947a6e8, 46, 5845, No update data, 9g3qrjknmqfe
Bird, MEX, a34bded5-e935-43b7-8e33-d27d11c3cccc, 38, 4509, No update data, 9g3qrm1nb779
Bird, MEX, 87820a72-2796-4147-9469-be40fa28ab90, 80, 11523, No update data, 9g3qrm6k4xj5
Bird, MEX, aa50a915-b9af-4fa5-9a73-24fbd9ede63f, 70, 9322, No update data, 9g3qrjjj7n1r
Bird, MEX, 959af553-e7af-462a-9001-fdbb47886b5d, 58, 7426, No update data, 9g3qrjjj68uy
Bird, MEX, 2f946d25-e1c0-46a2-8281-a547cebaccda, 99, 13904, No update data, 9g3qrjp2wvms
Bird, MEX, a1e7bf1a-b339-436d-bcde-474cf079c37e, 100, 14062, No update data, 9g3qrjp2xm0f
Bird, MEX, bedbe1c3-956b-4689-bb54-28ea3743d365, 100, 14062, No update data, 9g3qrjp2xshh
Bird, MEX, ae695be3-0075-4edb-a83a-94c3639e67f3, 100, 14062, No update data, 9g3qrjp2x5eb
Bird, MEX, c8b7d6ea-8d97-4853-b841-6618f6145344, 100, 14062, No update data, 9g3qrjp2w111
Bird, MEX, 98895cfb-4582-4de2-8591-bbf909d3a2ad, 100, 14062, No update data, 9g3qrjp2wbtx
Bird, MEX, 21685880-9ee2-4b73-b054-5224391883a3, 88, 12166, No update data, 9g3qrm0gnu8e
Bird, MEX, 90628f5a-6a06-45b0-bd97-fba3551d395f, 100, 14863, No update data, 9g3qrme4kzrx
Bird, MEX, 91e8645c-a68b-4224-86e0-02ce8788b3e2, 71, 9480, No update data, 9g3qrm6efn5d
Bird, MEX, fc2dd20f-88c7-453e-8078-97a1746aa1c5, 100, 14062, No update data, 9g3qrjp2r57y
Bird, MEX, a59fbcd0-e6cd-4c9b-8f33-41ec6505ba25, 100, 14062, No update data, 9g3qrm150t89
Bird, MEX, 4a6b8c91-3f88-4711-b0b8-9090f4415701, 100, 14062, No update data, 9g3qrm0ftqxs
Bird, MEX, 95306a0a-b7d7-447c-8e39-e688a0e085a0, 91, 12640, No update data, 9g3qrm0fz2bc
Bird, MEX, 0a25614d-6c84-4398-b1dd-2e661c2b92e5, 100, 14062, No update data, 9g3qrm0fzbf3
Bird, MEX, f032288f-37a6-46ef-b20e-d7e5ad13eae6, 100, 14062, No update data, 9g3qrm0fxqr4
Bird, MEX, 618d0bf0-d4b4-4fbc-9d87-c9c788b89fcf, 100, 14863, No update data, 9g3qrme1ypxk
Bird, MEX, a1549476-ad52-4c2a-9eea-bee236884d80, 100, 14863, No update data, 9g3qrme1ymkr
Bird, MEX, 52618a15-9815-45f2-b8a2-b165881f22d3, 100, 14062, No update data, 9g3qrm0fx62b
Bird, MEX, 8b0f3c38-52a9-4d56-89c8-ab03c410f6d9, 100, 14863, No update data, 9g3qrme1ydre
Bird, MEX, 56e8e1c5-5622-4d35-b265-e460f056fe08, 100, 14863, No update data, 9g3qrme1zwh5
Bird, MEX, 08222e43-f034-4d58-8b48-1f6eb75e9051, 64, 8374, No update data, 9g3qrjk0d2xz
Bird, MEX, c11bdef8-0da8-48c9-bfb9-1934a629915f, 87, 12008, No update data, 9g3qrj77y1p5
Bird, MEX, a9251900-d974-4357-846d-c26c1804dc6b, 100, 14863, No update data, 9g3qrm7rfq9y
Bird, MEX, 4d2432c7-c7fd-4774-94e3-7bbfe88514ee, 99, 14696, No update data, 9g3qrm7r9v2s
Bird, MEX, 7da94d0f-b995-4dcb-be9c-95207139fe96, 53, 6636, No update data, 9g3qrj78ztv0
Bird, MEX, 9d9b4c38-572a-49cb-891b-810615edd920, 100, 14863, No update data, 9g3qrm7rdr9f
Bird, MEX, 7c1c3656-025c-441e-b4ae-8f156b4f996d, 100, 14863, No update data, 9g3qrm7rdt04
Bird, MEX, cba0688f-7515-4ed2-a3d9-c1411b1ed618, 98, 14529, No update data, 9g3qrm7rgjy3
Bird, MEX, a598aa4a-432c-4d80-ac63-9cce5acecc2e, 100, 14863, No update data, 9g3qrm7rddbj
Bird, MEX, d29cdf36-7d57-4238-b096-6ee26c453775, 100, 14863, No update data, 9g3qrm7rsneh
Bird, MEX, b2679676-9749-4c87-b9a9-3bc6622012a0, 67, 9352, No update data, 9g3qrkbnh5fz
Bird, MEX, d76e36ab-2579-4350-9891-3340721bca38, 47, 6012, No update data, 9g3qrj76qmj2
Bird, MEX, 88347ec3-ed57-4cfc-b1a4-2d2f2e7c963d, 97, 14362, No update data, 9g3qrm4x3e5s
Bird, MEX, 97416225-82ba-4ca0-b7e4-8e1e5a01b91b, 100, 14863, No update data, 9g3qrm4x1qjm
Bird, MEX, 73842e2d-2b2f-4d13-92e5-d9585bec9297, 100, 14863, No update data, 9g3qrm4xezug
Bird, MEX, c0291cb4-97e0-4ee4-85a8-365a945e07ef, 99, 14696, No update data, 9g3qrm4xu7q1
Bird, MEX, 98083156-fb27-467a-a078-e5d60116f375, 82, 11218, No update data, 9g3qrm7rhfz8
Bird, MEX, 24278085-2f43-4ded-9105-92d4bc3d8da6, 100, 14863, No update data, 9g3qrm4xefuu
Bird, MEX, e8db8f59-70ca-45ef-88e2-e4d59b4bcff0, 100, 14863, No update data, 9g3qrm4xefsf
Bird, MEX, 1aebfc24-e914-45c0-a029-8896fc9c95c8, 100, 14863, No update data, 9g3qrm4xeckg
Bird, MEX, 4d7d8717-6adf-46d2-b21a-dc2221b77ec2, 100, 14863, No update data, 9g3qrm4x7wxc
Bird, MEX, b777a4a2-2110-4040-8f5b-836f5180ded9, 100, 14863, No update data, 9g3qrm4xsv16
Bird, MEX, 2849c2ec-57c6-4b49-aefc-5f58d9203d1d, 58, 7849, No update data, 9g3qrhzk7nw3
Bird, MEX, b5295b28-a94e-41b3-9eac-95b06c47b025, 82, 11857, No update data, 9g3qrm7tf4et
Bird, MEX, 2f578472-a2d3-4ee7-9b00-c7681b6e85e4, 100, 14863, No update data, 9g3qrm7t9gw8
Bird, MEX, 8e5c6a30-a96d-428a-bcc7-eb1f40b728ff, 100, 14863, No update data, 9g3qrm7t9b0e
Bird, MEX, 67c4c948-0da4-4533-97f9-c00f93c19579, 53, 7014, No update data, 9g3qrhzg8bmh
Bird, MEX, f0bc3156-1f88-4882-be5a-87084b0fca5a, 48, 6179, No update data, 9g3qrhzgd0sy
Bird, MEX, bb8a32b1-7d5e-4034-9eca-02f255b9f0c6, 100, 14863, No update data, 9g3qrm7tdkcb
Bird, MEX, de37b6a9-3857-4475-a75f-f27dca456245, 27, 2672, No update data, 9g3qrm7se103
Bird, MEX, d86a8930-7d21-4a1c-a9d7-98009cf97916, 49, 6346, No update data, 9g3qrm43b8yc
Bird, MEX, a3f78f11-45c1-4d01-a70c-c24d302183c3, 62, 8517, No update data, 9g3qrm4381me
Bird, MEX, 13ccd030-7527-4fc9-95a5-650597113683, 100, 14062, No update data, 9g3qrkbe7exz
Bird, MEX, d340e88d-946c-4d25-9f7b-14fbca488905, 100, 14062, No update data, 9g3qrkbg8dqb
Bird, MEX, ed38a89e-bf7d-4d68-9644-1690f2e8a12f, 99, 13904, No update data, 9g3qrkbg3pf1
Bird, MEX, 4a21459e-4651-4cb8-abac-ca0444649bb6, 87, 12008, No update data, 9g3qrkbehv1r
Bird, MEX, bfb9e13b-aba4-4c5a-b5c6-445eccfb2ee8, 100, 14062, No update data, 9g3qrkbe5fsz
Bird, MEX, 05bec96e-11e8-487c-9f61-c347d0784ed2, 100, 14062, No update data, 9g3qrkbg3yb7
Bird, MEX, 29afef7a-45d5-4136-81f3-9b0a8ed45b6c, 100, 14062, No update data, 9g3qrkbejhk9
Bird, MEX, b234cd18-69be-4da5-9072-07ab2714256d, 74, 10521, No update data, 9g3qrj5nwy8s
Bird, MEX, 36930ce4-ff02-4a05-bd94-35e3a3eb3618, 100, 14062, No update data, 9g3qrkbehfrt
Bird, MEX, d53cdc1f-f9ab-4f42-bb0d-11e77ed265e4, 100, 14062, No update data, 9g3qrkbg2dny
Bird, MEX, 2e425cc5-f904-4182-8886-5ae4638a8d25, 100, 14062, No update data, 9g3qrkbej4he
Bird, MEX, bf2bf018-cdc3-4389-861b-2ade1c634699, 100, 14062, No update data, 9g3qrkbg37tp
Bird, MEX, 0eb4fa27-15f6-49db-96da-3bc0469e95c6, 100, 14062, No update data, 9g3qrkbehcpt
Bird, MEX, 35f9cf14-cdb8-4a9f-a3dd-4d064cc4a4f9, 100, 14062, No update data, 9g3qrkbeptu4
Bird, MEX, d8a6ea3a-6f2e-4ecd-9396-34e4ee4d0011, 74, 9954, No update data, 9g3qrtj628xk
Bird, MEX, b5d160d7-c79f-49cf-bc89-843f4a04c886, 49, 6004, No update data, 9g3qrtj2cwdw
Bird, MEX, e5ac8985-6606-40c1-ac6d-84b622b273b1, 47, 5688, No update data, 9g3qrt5b89p1
Bird, MEX, c69f4b29-7b88-4358-886b-6856a8358e97, 58, 7849, No update data, 9g3qrt1gfwj6
Bird, MEX, 922145a6-3034-4f51-a207-f6e7040c9a64, 64, 8851, No update data, 9g3qrt18zuzd
